,texts
22927,"['“', 'profits', '”', 'hardly', 'right', 'word', 'recognized', 'judgment', 'passed', 'jurisdiction', 'new', 'york', '1', 'per', 'cent', 'grew', 'rate', '1608', 'per', 'cent', 'fiveyear', 'period']"
22928,"['business', 'undertaking', 'investor', 'earning', '1600', 'per', 'cent', 'five', 'years']"
22929,"['called', 'vulture', 'funds']"
22930,"['today', 'obstructing', 'recovery', '924', 'per', 'cent', 'trusted', 'argentina']"
22931,"['therefore', 'pleased', 'assembly', 'taken', 'bull', 'horns', 'hope', 'year', 'next', '—', 'general', 'assembly', 'holds', 'new', 'session', '2015', '—', 'arrived', 'regulatory', 'framework', 'restructure', 'sovereign', 'debts']"
22932,"['point', 'engage', 'exercise', 'active', 'constructive', 'multilateralism', 'country', 'experience', 'argentina', '—', 'country', 'ability', 'willingness', 'pay', 'debts', 'despite', 'harassment', 'vulture', 'funds', '—']"
22933,"['vulture', 'funds', 'also', 'threaten', 'hold', 'economy', 'country', 'hostage', 'provoking', 'rumours', 'slander', 'libel', 'personal', 'economic', 'financial', 'sometimes', 'act', 'destabilizing', 'factor', 'economy']"
22934,"['set', 'bombs', 'terrorists', 'destabilize', 'economy', 'country', 'create', 'poverty', 'misery', 'hunger', 'sin', 'speculation', 'economic', 'terrorists']"
22935,"['want', 'spell']"
22936,"['strongly', 'advocate', 'establishment', 'multilateral', 'convention', 'soon', 'expeditiously', 'argentina', 'rest', 'world']"
22937,"['believe', 'financial', 'economic', 'balance', 'addresses', 'social', 'economic', 'disparities', 'among', 'countries', 'within', 'societies', 'also', 'great', 'antidote', 'recruit', 'young', 'people', 'hope', 'future', 'enrol', 'crazy', 'crusades']"
22938,"['must', 'lament']"
22939,"['see', 'surface', 'phenomenon', 'also', 'delve', 'deeply', 'causes', 'mobilize', 'people']"
22940,"['also', 'talked', 'country', 'triple', 'leading', 'case', 'terrorism', 'security']"
22941,"['country', 'country', 'americas', 'united', 'states', 'america', 'target', 'terrorist', 'attacks', 'one', '1992', 'embassy', 'israel', 'blown', 'second', '1994', 'headquarters', 'asociación', 'mutual', 'israelita', 'argentina', 'amia', 'bombed']"
22942,"['year', 'marks', 'twentieth', 'anniversary', 'bombing', 'amia']"
22943,"['dare', 'say', 'assembly', '—', 'presence', 'family', 'members', 'victims', 'always', 'us', '—', 'government', 'headed', 'president', 'kirchner', 'utmost', 'went', 'greatest', 'lengths', 'uncover', 'real', 'culprits', 'opened', 'country', '’', 'intelligence', 'files', 'created', 'special', 'prosecutor', 'investigation', 'unit', 'also', '2006', 'justice', 'system', 'country', 'accused', 'iranian', 'citizens', 'involvement', 'bombing', 'amia', 'president', 'dared', 'propose', 'asking', 'islamic', 'republic', 'iran', 'cooperate', 'assist', 'investigation']"
22944,"['request', 'made', 'intermittently', '2007', '2011', 'islamic', 'republic', 'iran', 'finally', 'agreed', 'bilateral', 'meeting', 'allowing', 'included', 'agenda']"
22945,"['meeting', 'led', 'signing', 'countries', 'memorandum', 'understanding', 'legal', 'cooperation', 'allowed', 'iranian', 'citizens', 'accused', 'live', 'tehran', 'deposed', 'judge']"
22946,"['happened', 'signed', 'memorandum']"
22947,"['seemed', 'hell', 'broken', 'nationally', 'internationally']"
22948,"['jewish', 'associations', 'sought', 'support', 'many', 'years', 'come', 'us', 'ask', 'help', 'turned', 'us', 'agreement', 'finally', 'reached', 'legal', 'cooperation', 'accused', 'us', 'complicity', 'state', 'iran']"
22949,"['thing', 'happened', 'united', 'states']"
22950,"['vulture', 'funds', 'lobbied', 'united', 'states', 'congress', 'accused', 'us', 'collaborating', 'islamic', 'republic', 'iran', 'time', 'known', 'terrorist', 'state', 'iran']"
22951,"['even', 'lobbied', 'websites', 'posting', 'pictures', 'internet', 'former', 'president', 'ahmadinejad', 'business', 'partners']"
22952,"['week', 'learned', 'iconic', 'waldorf', 'astoria', 'hotel', 'city', 'setting', 'meeting', 'secretary', 'state', 'country', 'iranian', 'counterpart']"
22953,['criticizing']
22954,"['quite', 'contrary', 'anything', 'represents', 'dialogue', 'understanding', 'seems', 'good', 'us']"
22955,"['wish', 'ask', 'accusing', 'iran', 'terrorist', 'state', '—', 'speaking', 'last', 'century', 'last', 'year', '—', 'would', 'say', 'today', 'members', 'islamic', 'state', 'iraq', 'sham', 'isis', 'many', 'long', 'ago', 'called', 'freedom', 'fighters', 'fighting', 'syria', 'government', 'bashar', 'alassad']"
22956,"['believe', 'another', 'problem', 'respect', 'security', 'terrorism']"
22957,"['major', 'powers', 'often', 'easily', 'seesaw', 'concept', 'friend', 'enemy', 'terrorist', 'nonterrorist']"
22958,"['need', 'agree', 'use', 'international', 'politics', 'geopolitical', 'positions', 'determine', 'positions', 'power']"
22959,"['say', 'militant', 'opponent', 'international', 'terrorism']"
22960,"['way', 'add', 'touch', 'color', 'isis', 'apparently', 'issued', 'threat', 'legal', 'investigation', 'country']"
22961,"['threat', 'apparently', 'two', 'justifications', 'first', 'close', 'relationship', 'holiness', 'pope', 'francis', 'secondly', 'recognize', 'need', 'two', 'states', 'israel', 'palestine']"
22962,"['let', 'reiterate', 'call', 'assembly', 'recognize', 'palestine', 'state', 'full', 'membership', 'body']"
22963,"['begin', 'undo', 'gordian', 'knots', '—', 'one', 'gordian', 'knot', 'several', '—', 'regarding', 'situation', 'middle', 'east', 'involves', 'recognizing', 'state', 'palestine', 'israel', '’', 'right', 'live', 'securely', 'within', 'borders', 'palestine', '’', 'right', 'subjected', 'kind', 'disproportionate', 'use', 'force', 'led', 'deaths', 'hundreds', 'women', 'children', 'condemn', 'also', 'condemn', 'attack', 'israel', 'missiles']"
22964,"['time', 'economic', 'vultures', 'hawks', 'war', 'need', 'doves', 'peace', 'build', 'safer', 'world']"
22965,"['need', 'respect', 'international', 'law', 'equal', 'treatment', 'seated', 'hall']"
22966,"['morning', 'overheard', 'one', 'leader', 'refer', 'use', 'force', 'attack', 'territorial', 'integrity', 'country']"
22967,"['republic', 'argentina', 'leading', 'case']"
22968,"['100', 'years', 'claim', 'united', 'kingdom', 'matter', 'sovereignty']"
22969,"['ask', 'assembly', 'call', 'united', 'kingdom', 'sit', 'argentina', 'discuss', 'matter', 'sovereignty', 'malvinas']"
22970,"['one', 'cares', 'single', 'veto', 'security', 'council', 'argentina', 'member', 'security', 'council', 'even', 'among', 'countries', 'decide', 'happens', 'world']"
22971,"['long', 'continues', 'long', 'votes', 'five', 'permanent', 'members', 'security', 'council', 'worth', 'votes', 'côte', '’', 'ivoire', 'ghana', 'kenya', 'egypt', 'uganda', 'argentina', 'bahrain', 'united', 'arab', 'emirates', 'nothing', 'resolved']"
22972,"['speeches', 'hear', 'every', 'year', 'without', 'arriving', 'resolution']"
22973,"['assembly', 'must', 'fight', 'take', 'back', 'powers', 'delegated', 'council', 'since', '—almost', 'paradoxically', '—', 'assembly', 'ask', 'council', 'permission', 'decisions', 'whether', 'admit', 'member']"
22974,"['need', 'reassert', 'assembly', 'sovereign', 'body', 'united', 'nations', 'us', 'worth', 'one', 'vote', 'true', 'global', 'democracy']"
22975,"['everything', 'resolved', 'global', 'democracy', 'respected', 'letter', 'believe', 'mark', 'beginning', 'solution']"
22976,"['neither', 'pessimist', 'optimist', 'consider', 'realist']"
22977,"['event', 'child', 'pessimism', 'optimism', 'always', 'optimism', 'realism']"
22978,"['optimism', 'without', 'realism', 'either', 'ingenuity', 'cynicism']"
22979,"['wish', 'appear', 'ingenuous', 'cynical', 'audience']"
22980,"['want', 'convey', 'really', 'think', 'country']"
22981,"['long', 'demanded', 'reform', 'security', 'council', 'international', 'monetary', 'fund']"
22982,"['2003', 'reform', 'international', 'monetary', 'fund', 'seemed', 'almost', 'inevitable', 'today', 'hardly', 'anyone', 'remembers', 'idea', 'reforming', 'international', 'monetary', 'fund', 'longer', 'plays', 'central', 'role', 'decisions']"
22983,"['even', 'international', 'monetary', 'fund', 'current', 'head', 'former', 'leaders', 'including', 'anne', 'krueger', 'also', 'calling', 'reforms', 'respect', 'restructuring', 'sovereign', 'debts']"
22984,"['long', 'international', 'treaty', 'approved', 'assembly', 'matter', 'many', 'clauses', 'imposed', 'restructuring', 'always', 'judge', 'griesa', 'somewhere', 'world', 'says', 'meaningless', 'end', 'applying', 'usurious', 'taxes', 'bleed', 'poor', 'country', 'death']"
22985,"['happening', 'seems', 'trying', 'overturn', 'restructuring', 'sovereign', 'debt', 'argentine', 'people', 'worked', 'hard']"
22986,"['coming', 'rome', 'meeting', 'fellow', 'countryman', 'today', 'occupies', 'strong', 'exemplary', 'religious', 'moral', 'leadership']"
22987,"['would', 'like', 'offer', 'message', 'peace', 'peacebuilding']"
22988,"['truly', 'wish', 'fight', 'terrorism', 'let', 'us', 'work', 'peace']"
22989,"['fight', 'terrorists', 'beating', 'drums', 'war']"
22990,"['quite', 'contrary', 'exactly', 'want', '—', 'symmetrical', 'reaction', 'wheel', 'begins', 'turn', 'price', 'paid', 'blood']"
22991,"['think', 'important', 'us', 'think', 'deeply', 'issues']"
22992,"['want', 'bring', 'table', 'certainty', 'united', 'nations', 'recovers', 'leadership', 'assembly', 'resumes', 'mandate', 'many', 'countries', 'fail', 'comply', 'international', 'law', 'even', 'though', 'require', 'others', 'certain', 'made', 'major', 'contribution', 'peacebuilding', 'fight', 'terrorism', 'one', 'would', 'left']"
22993,"['leave', 'children', 'much', 'better', 'world', 'one', 'today']"
22994,"['finally', 'wish', 'recall', 'year', 'ago', 'problems', 'different']"
22995,"['year', 'ago', 'discussing', 'problems', 'threats', 'security']"
22996,"['times', 'changed']"
22997,"['wrongdoers', 'yesterday', 'seem', 'bad', 'today']"
22998,"['invaded', 'crushed', 'year', 'ago', 'today', 'seem', 'cooperating', 'fight', 'islamic', 'state', 'iraq', 'sham', 'isis']"
22999,"['first', 'alqaida', 'wonder', 'alqaida', 'taliban', 'spring']"
23000,"['get', 'weapons', 'resources']"
23001,"['country', 'produce', 'weapons']"
23002,"['sells', 'arms', 'groups']"
23003,"['arab', 'spring', 'ended', 'much', 'spring', 'fall', 'even', 'winter']"
23004,"['involved', 'went', 'freedomfighters', 'persecuted', 'imprisoned']"
23005,"['isis', 'new', 'terrorist', 'organization', 'carries', 'beheadings', 'television', 'carefully', 'set', 'stage']"
23006,"['causing', 'wonder']"
23007,['coming']
23008,"['become', 'really', 'distrustful', 'everything', 'seeing', 'happening', 'world', 'today', '—', 'reallife', 'scenes', 'make', 'fictional', 'series', 'look', 'trivial']"
23009,"['therefore', 'worth', 'asking', 'facing', 'evergreater', 'problems', '—', 'problems', 'caused', 'pope', 'comment', 'practically', 'third', 'world', 'war']"
23010,['true']
23011,"['world', 'war', 'along', 'lines', 'conventional', 'wars', 'twentieth', 'century']"
23012,"['hotspots', 'victims', 'civilian', 'populations']"
23013,"['minutes', 'security', 'council', 'argentina', 'nonpermanent', 'member', 'wish', 'raise', 'issues']"
23014,"['certainties', 'absolute', 'truths', 'many', 'questions']"
23015,"['want', 'put', 'possess', 'lot', 'information', 'far', 'data', 'far', 'extensive', 'networks', 'information', 'country']"
23016,"['heaven', 'forbid', 'data', 'wealth', 'information', 'understand', 'little', 'happening']"
23017,"['able', 'comprehend', 'happening', 'come', 'definitive', 'solution']"
23018,"['deeply', 'appreciate', 'political', '124', 'countries', 'supported', 'resolution', '68304']"
23019,"['everyone', 'knows', 'pressure', 'keep', 'us', 'getting', 'number', 'supporters', 'vote', 'think', 'exercise', 'practical', 'effective', 'democratic', 'multilateralism', 'adoption', 'resolution', 'represents', 'demonstrates', 'lost']"
23020,"['contrary', 'hands', 'every', 'one', 'us', 'countries', 'find', 'real', 'effective', 'solutions', 'problems', 'world', 'today']"
23021,"['allow', 'extend', 'warm', 'greetings', 'president', 'general', 'assembly', 'upon', 'assumption', 'duties', 'sixtyninth', 'session']"
23022,"['also', 'recognize', 'exemplary', 'stewardship', 'mr', 'john', 'ashe', 'outgoing', 'president', 'record', 'appreciation', 'secretarygeneral', '’', 'stewardship', 'organization', 'difficult', 'times']"
23023,"['defines', 'great', 'communities', 'times', 'ability', 'overcome', 'unexpected', 'persevere', 'adapt', 'changing', 'realities', '—', 'daunting', 'effects', 'climate', 'change', 'everpressing', 'challenges', 'poverty', 'want', 'uncontrollable', 'spread', 'disease']"
23024,"['communities', 'everywhere', 'striving', 'overcome', 'obstacles']"
23025,"['communities', 'subject', 'challenges', 'impossible', 'bear', 'think', 'beyond', 'realm', 'possibilities', 'begin', 'seeking', 'different', 'answers', 'questions']"
23026,"['nurture', 'ability', 'bounce', 'back', 'adversity', 'shock', 'threats']"
23027,"['ultimate', 'goal', 'fostering', 'resilience', 'overcome', 'unexpected']"
23028,"['sustainability', 'managing', 'resilience', 'thriving']"
23029,"['past', 'eight', 'decades', 'maldives', 'journey', 'consolidate', 'democracy']"
23030,"['last', 'year', 'democracy', 'faced', 'unprecedented', 'challenges']"
23031,"['yet', 'able', 'overcome', 'hurdles', 'entirely', 'peaceful', 'means']"
23032,"['even', 'though', 'sometimes', 'felt', 'quite', 'alone', 'fight', 'proud', 'achieved']"
23033,"['take', 'pride', 'fact', 'democracy', 'homegrown']"
23034,"['systems', 'organic']"
23035,"['young', 'institutions', 'older', 'democracies', 'world', 'gradually', 'settling', 'patterns', 'traditions', 'unique', 'string', 'islands', 'harmony', 'islamic', 'heritage', 'traditions']"
23036,"['experience', 'clearly', 'shows', 'holding', 'elections', 'introducing', 'multiparty', 'political', 'system', 'instil', 'democratic', 'values', 'society']"
23037,"['democracy', 'traced', 'pages', 'laws']"
23038,"['way', 'new', 'homegrown', 'democracy', 'achieve', 'resilience', 'shift', 'way', 'people', 'think']"
23039,"['transformation', 'normative', 'framework', 'necessary']"
23040,"['democratic', 'values', 'need', 'find', 'place', 'hearts', 'minds', 'people']"
23041,"['government', 'president', 'abdulla', 'yameen', 'abdul', 'gayoom', 'people', 'maldives', 'determined', 'achieve', 'modern', 'authentic', 'maldivian', 'democratic', 'state']"
23042,"['promoting', 'protecting', 'human', 'rights', 'central', 'maldivian', 'democracy']"
23043,"['constitution', 'clear', 'rights', 'entail']"
23044,"['yet', 'every', 'right', 'come', 'responsibilities']"
23045,"['daunting', 'challenge', 'make', 'human', 'rights', 'way', 'life']"
23046,"['maldives', 'advocates', 'cultivating', 'culture', 'respect', 'human', 'rights']"
23047,"['policies', 'need', 'rightsbased']"
23048,"['people', 'need', 'rightsminded']"
23049,"['people', 'must', 'lie', 'heart', 'every', 'decision', 'make', 'every', 'policy', 'adopt']"
23050,"['ultimate', 'goal', 'every', 'action', 'must', 'improve', 'lives', 'people']"
23051,"['government', 'president', 'yameen', 'embarked', 'ambitious', 'programme', 'aimed', 'realizing', 'full', 'potential', 'young', 'people']"
